"Category","Occurrence","Action item","Subject","Group","Description","Documentation references","Recommended action","Filtered","Estimated complexity"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 914:927","1700","CREATE_ROUTER_NETWORK.L_NETWORK_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.L_NETWORK_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 1047:1050","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 1169:1172","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 1241:1275","1700","MDSYS.SDO_ROUTER_PARTITION.INDEX_EXISTS(VARCHAR2)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.INDEX_EXISTS(VARCHAR2)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 1297:1353","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 1502:1531","1700","MDSYS.SDO_ROUTER_PARTITION.INDEX_EXISTS(VARCHAR2)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.INDEX_EXISTS(VARCHAR2)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 1553:1605","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 1828:1831","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 1888:1897","1700","CREATE_ROUTER_NETWORK.EXPRESSION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.EXPRESSION","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 1951:2011","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 2074:2126","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 2256:2297","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 2380:2393","1700","CREATE_ROUTER_NETWORK.NODE_VIEW_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.NODE_VIEW_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 2600:2603","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 2687:2700","1700","CREATE_ROUTER_NETWORK.LINK_VIEW_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.LINK_VIEW_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 3107:3110","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 3230:3243","1700","CREATE_ROUTER_NETWORK.PART_VIEW_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.PART_VIEW_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 3398:3401","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 3552:3566","1700","CREATE_ROUTER_NETWORK.PBLOB_VIEW_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.PBLOB_VIEW_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 4496:4499","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 4505:4551","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 5095:5098","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 5490:5493","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 5727:5730","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 5963:5966","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 6202:6205","1700","CREATE_ROUTER_NETWORK.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_ROUTER_NETWORK.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_ROUTER_NETWORK: 6282:6294","1700","SDO_ROUTER_PARTITION.PART_LOG_FILE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_ROUTER_PARTITION.PART_LOG_FILE","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 442:469","1700","MDSYS.SDO_ROUTER_PARTITION.OPEN_LOG_FILE(VARCHAR2)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.OPEN_LOG_FILE(VARCHAR2)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 456:468","1700","CREATE_TRUCKING_USER_DATA.LOG_FILE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_TRUCKING_USER_DATA.LOG_FILE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 475:536","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 541:601","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 580:593","1700","CREATE_TRUCKING_USER_DATA.FULL_FILE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_TRUCKING_USER_DATA.FULL_FILE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 676:707","1700","MDSYS.SDO_ROUTER_PARTITION.TABLE_EXISTS(VARCHAR2)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.TABLE_EXISTS(VARCHAR2)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 729:782","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 852:871","1700","MDSYS.SDO_ROUTER_PARTITION.TABLE_EXISTS(VARCHAR2)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.TABLE_EXISTS(VARCHAR2)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 893:934","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 1012:1050","1700","MDSYS.SDO_ROUTER_PARTITION.TABLE_EXISTS(VARCHAR2)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.TABLE_EXISTS(VARCHAR2)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 1072:1132","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 1245:1289","1700","MDSYS.SDO_ROUTER_PARTITION.TABLE_EXISTS(VARCHAR2)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.TABLE_EXISTS(VARCHAR2)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 1693:1696","1700","CREATE_TRUCKING_USER_DATA.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_TRUCKING_USER_DATA.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 2172:2179","1700","CREATE_TRUCKING_USER_DATA.INS_STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_TRUCKING_USER_DATA.INS_STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 2329:2338","1700","CREATE_TRUCKING_USER_DATA.FUNC_CLASS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_TRUCKING_USER_DATA.FUNC_CLASS","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 2349:2358","1700","CREATE_TRUCKING_USER_DATA.FUNC_CLASS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_TRUCKING_USER_DATA.FUNC_CLASS","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 2420:2427","1700","CREATE_TRUCKING_USER_DATA.INS_STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_TRUCKING_USER_DATA.INS_STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 2704:2716","1700","SDO_ROUTER_PARTITION.PART_LOG_FILE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_ROUTER_PARTITION.PART_LOG_FILE","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 2900:2933","1700","MDSYS.ELOCATIONSETJVMHEAPSIZE(NUMBER)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.ELOCATIONSETJVMHEAPSIZE(NUMBER)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 2991:3034","1700","MDSYS.SDO_ROUTER_PARTITION.ELOCATION_TRUCKING_USER_DATA(VARCHAR2)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.ELOCATION_TRUCKING_USER_DATA(VARCHAR2)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 3020:3033","1700","CREATE_TRUCKING_USER_DATA.FULL_FILE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_TRUCKING_USER_DATA.FULL_FILE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 3125:3137","1700","CREATE_TRUCKING_USER_DATA.LOG_FILE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: CREATE_TRUCKING_USER_DATA.LOG_FILE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Public procedures.CREATE_TRUCKING_USER_DATA: 3150:3169","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
